time,value
2025-08-20T01:24:23.175294885Z,-0.08447265625
2025-08-20T01:24:23.567365877Z,-0.0858154296875
2025-08-20T01:24:24.259629551Z,-0.0859375
2025-08-20T01:24:24.587254582Z,-0.08544921875
2025-08-20T01:24:24.895209026Z,-0.0848388671875
2025-08-20T01:24:25.485226247Z,-0.08544921875
2025-08-20T01:24:26.128137651Z,-0.0859375
2025-08-20T01:24:26.410195235Z,-0.08154296875
2025-08-20T01:24:27.025195391Z,-0.0859375
2025-08-20T01:24:27.647215376Z,-0.080078125
2025-08-20T01:24:27.951300938Z,-0.081298828125
2025-08-20T01:24:28.557470619Z,-0.31396484375
2025-08-20T01:24:29.295300496Z,-0.410400390625
2025-08-20T01:24:29.572213177Z,0.3634033203125
2025-08-20T01:24:30.312358481Z,-0.4501953125
2025-08-20T01:24:30.602561172Z,-1.00146484375
2025-08-20T01:24:31.21734962Z,-1.127685546875
2025-08-20T01:24:31.531716392Z,-0.641357421875
2025-08-20T01:24:32.147116875Z,-0.36572265625
2025-08-20T01:24:32.757393614Z,-0.2655029296875
2025-08-20T01:24:33.367329651Z,-0.69091796875
2025-08-20T01:24:33.792062555Z,0.16650390625
2025-08-20T01:24:34.395248571Z,-1.1737060546875
2025-08-20T01:24:34.805153405Z,-0.9814453125
2025-08-20T01:24:35.427508201Z,-0.4271240234375
2025-08-20T01:24:35.730412263Z,-0.7421875
2025-08-20T01:24:36.3373739Z,-0.550537109375
2025-08-20T01:24:36.957181699Z,1.3443603515625
2025-08-20T01:24:37.257104342Z,0.3231201171875
2025-08-20T01:24:37.894504429Z,-0.9681396484375
2025-08-20T01:24:38.514326231Z,-0.5277099609375
2025-08-20T01:24:38.797077401Z,0.182861328125
2025-08-20T01:24:39.522102662Z,0.18359375
2025-08-20T01:24:39.84139015Z,0.7613525390625
2025-08-20T01:24:40.437283851Z,0.4810791015625
2025-08-20T01:24:41.047410339Z,0.2376708984375
2025-08-20T01:24:41.361990467Z,0.1607666015625
2025-08-20T01:24:42.287295184Z,0.7496337890625
2025-08-20T01:24:42.607183126Z,-1.2647705078125
2025-08-20T01:24:42.901719171Z,-1.0970458984375
2025-08-20T01:24:43.542200785Z,0.15087890625
2025-08-20T01:24:44.135241615Z,-0.626708984375
2025-08-20T01:24:44.737475549Z,-0.1864013671875
2025-08-20T01:24:45.042303364Z,-0.4722900390625
2025-08-20T01:24:45.667099749Z,-0.530517578125
2025-08-20T01:24:46.295200919Z,-0.4442138671875
2025-08-20T01:24:46.577159579Z,-0.370849609375
2025-08-20T01:24:47.192109961Z,-0.32666015625
2025-08-20T01:24:47.955251096Z,-0.1904296875
2025-08-20T01:24:48.347321232Z,-0.833251953125
2025-08-20T01:24:48.647168912Z,-0.9080810546875
2025-08-20T01:24:49.24728486Z,-0.94091796875
2025-08-20T01:24:49.867218745Z,-0.9384765625
2025-08-20T01:24:50.187269497Z,-0.9464111328125
2025-08-20T01:24:50.78723295Z,-0.947998046875
2025-08-20T01:24:51.415292722Z,-0.9488525390625
2025-08-20T01:24:51.937504737Z,-0.962646484375
2025-08-20T01:24:52.356071483Z,-0.95556640625
2025-08-20T01:24:52.971737729Z,-0.9775390625
2025-08-20T01:24:53.245991941Z,-0.9649658203125
2025-08-20T01:24:54.067347559Z,-0.9537353515625
2025-08-20T01:24:54.397171932Z,-0.9564208984375
2025-08-20T01:24:55.007615748Z,-0.956298828125
2025-08-20T01:24:55.63415092Z,-0.9560546875
2025-08-20T01:24:56.018982024Z,-0.9552001953125
2025-08-20T01:24:56.64316474Z,-0.9598388671875
2025-08-20T01:24:56.92731254Z,-0.9580078125
2025-08-20T01:24:57.554152111Z,-0.956787109375
2025-08-20T01:24:58.487178577Z,-0.956298828125
2025-08-20T01:24:58.887186747Z,-0.957275390625
2025-08-20T01:24:59.195469783Z,-0.9559326171875
2025-08-20T01:24:59.4872914Z,-0.95751953125
2025-08-20T01:25:00.107061165Z,-0.958251953125
2025-08-20T01:25:00.855254722Z,-0.9578857421875
2025-08-20T01:25:01.127240751Z,-0.9569091796875
2025-08-20T01:25:01.747228925Z,-0.95849609375
2025-08-20T01:25:02.048603751Z,-0.9560546875
2025-08-20T01:25:02.66707184Z,-0.956787109375
2025-08-20T01:25:03.287091776Z,-0.9573974609375
2025-08-20T01:25:03.907255236Z,-0.9571533203125
2025-08-20T01:25:04.207194356Z,-0.9566650390625
2025-08-20T01:25:04.927190603Z,-0.9561767578125
2025-08-20T01:25:05.219245102Z,-0.9571533203125
2025-08-20T01:25:05.847043241Z,-0.9559326171875
2025-08-20T01:25:06.567156469Z,-0.962890625
2025-08-20T01:25:06.875258318Z,-0.9576416015625
2025-08-20T01:25:07.495108013Z,-0.958251953125
2025-08-20T01:25:07.78716306Z,-0.9595947265625
2025-08-20T01:25:08.407189813Z,-0.9591064453125
2025-08-20T01:25:08.83714941Z,-0.95849609375
2025-08-20T01:25:09.535282954Z,-0.95751953125
2025-08-20T01:25:09.848502425Z,-0.9581298828125
2025-08-20T01:25:10.667553143Z,-0.9580078125
2025-08-20T01:25:10.967208005Z,-0.95849609375
2025-08-20T01:25:11.587287805Z,-0.9576416015625
2025-08-20T01:25:11.889177114Z,-0.9583740234375
2025-08-20T01:25:12.515388307Z,-0.9573974609375
2025-08-20T01:25:13.114444723Z,-0.956787109375
2025-08-20T01:25:13.44353718Z,-0.958251953125
2025-08-20T01:25:14.047097212Z,-0.959228515625
2025-08-20T01:25:14.647447733Z,-0.9605712890625
2025-08-20T01:25:15.394140347Z,-0.9571533203125
2025-08-20T01:25:15.803283043Z,-0.9710693359375
2025-08-20T01:25:16.087207481Z,-0.9564208984375
2025-08-20T01:25:16.707334882Z,-0.9581298828125
2025-08-20T01:25:17.307081127Z,-0.9578857421875
2025-08-20T01:25:17.948548153Z,-0.9593505859375
2025-08-20T01:25:18.227214457Z,-0.9384765625
2025-08-20T01:25:18.867219978Z,-0.9559326171875
2025-08-20T01:25:19.168645948Z,-0.9580078125
2025-08-20T01:25:19.767390788Z,-0.95849609375
2025-08-20T01:25:20.515228285Z,-0.9569091796875
2025-08-20T01:25:20.795268206Z,-0.95703125
2025-08-20T01:25:21.407140654Z,-0.9580078125
2025-08-20T01:25:22.027345121Z,-0.9576416015625
2025-08-20T01:25:22.867207269Z,-0.9586181640625
2025-08-20T01:25:23.147117783Z,-0.9583740234375
2025-08-20T01:25:23.887207702Z,-0.957275390625
2025-08-20T01:25:24.387246159Z,-0.9512939453125
2025-08-20T01:25:24.787069022Z,-0.9581298828125
2025-08-20T01:25:25.11534789Z,-0.9588623046875
2025-08-20T01:25:25.919368128Z,-0.9569091796875
2025-08-20T01:25:26.235204849Z,-0.958251953125
2025-08-20T01:25:26.939031737Z,-0.9576416015625
2025-08-20T01:25:27.247135898Z,-0.9581298828125
2025-08-20T01:25:27.959229819Z,-0.959228515625
2025-08-20T01:25:28.287225192Z,-0.9576416015625
2025-08-20T01:25:29.227605751Z,-0.9588623046875
2025-08-20T01:25:29.229169144Z,-0.957763671875
2025-08-20T01:25:30.019316699Z,-0.95751953125
2025-08-20T01:25:30.335313288Z,-0.9581298828125
2025-08-20T01:25:30.728588801Z,-0.9583740234375
2025-08-20T01:25:31.639449684Z,-0.9573974609375
2025-08-20T01:25:31.967279913Z,-0.9591064453125
2025-08-20T01:25:32.274077724Z,-0.9581298828125
2025-08-20T01:25:33.087152385Z,-0.9588623046875
2025-08-20T01:25:33.39408847Z,-0.9586181640625
2025-08-20T01:25:34.107167193Z,-0.9552001953125
2025-08-20T01:25:34.407136251Z,-0.9503173828125
2025-08-20T01:25:35.247461292Z,-0.961181640625
2025-08-20T01:25:35.547348913Z,-0.9593505859375
2025-08-20T01:25:36.067151038Z,-0.9578857421875
2025-08-20T01:25:36.659105923Z,-0.958740234375
2025-08-20T01:25:36.967322144Z,-0.9556884765625
2025-08-20T01:25:37.807213453Z,-0.965087890625
2025-08-20T01:25:38.207090495Z,-0.9581298828125
2025-08-20T01:25:38.507252589Z,-0.951904296875
2025-08-20T01:25:39.227363836Z,-0.9583740234375
2025-08-20T01:25:39.527512081Z,-0.9600830078125
2025-08-20T01:25:40.147370176Z,-0.960205078125
2025-08-20T01:25:40.567457563Z,-0.9586181640625
2025-08-20T01:25:41.379092449Z,-0.958740234375
2025-08-20T01:25:41.795771618Z,-0.9569091796875
2025-08-20T01:25:42.087457503Z,-0.9566650390625
2025-08-20T01:25:42.919386965Z,-0.9578857421875
2025-08-20T01:25:43.38733281Z,-0.9591064453125
2025-08-20T01:25:43.747297231Z,-0.9583740234375
2025-08-20T01:25:44.687193888Z,-0.9578857421875
2025-08-20T01:25:44.688731321Z,-0.958251953125
