time,accel_x,accel_y,accel_z
2025-08-20 01:35:00.582202526+00:00,0.0318603515625,0.0185546875,1.0179443359375
2025-08-20 01:35:00.877170887+00:00,0.032470703125,0.0186767578125,1.017822265625
2025-08-20 01:35:01.487184917+00:00,0.0322265625,0.01904296875,1.017578125
2025-08-20 01:35:01.802368376+00:00,0.0318603515625,0.019287109375,1.0172119140625
2025-08-20 01:35:02.520681172+00:00,0.031494140625,0.018798828125,1.0174560546875
2025-08-20 01:35:02.822312794+00:00,0.0323486328125,0.0184326171875,1.016845703125
2025-08-20 01:35:03.532969690+00:00,0.03173828125,0.0186767578125,1.0164794921875
2025-08-20 01:35:05.082304119+00:00,0.0313720703125,0.01904296875,1.0164794921875
2025-08-20 01:35:06.099234893+00:00,0.0325927734375,0.0186767578125,1.0166015625
2025-08-20 01:35:06.410073524+00:00,0.0321044921875,0.0177001953125,1.0169677734375
2025-08-20 01:35:07.232397142+00:00,0.0316162109375,0.01806640625,1.0172119140625
2025-08-20 01:35:07.540130462+00:00,0.031982421875,0.0189208984375,1.016845703125
2025-08-20 01:35:08.250165518+00:00,0.0316162109375,0.018798828125,1.0174560546875
2025-08-20 01:35:08.557160189+00:00,0.0321044921875,0.0194091796875,1.0167236328125
2025-08-20 01:35:09.036443997+00:00,0.031494140625,0.0184326171875,1.016845703125
2025-08-20 01:35:09.477287883+00:00,0.0316162109375,0.01904296875,1.0166015625
2025-08-20 01:35:10.312188843+00:00,0.031982421875,0.0196533203125,1.0164794921875
2025-08-20 01:35:10.608170455+00:00,0.0318603515625,0.019287109375,1.0159912109375
2025-08-20 01:35:11.779652394+00:00,0.0323486328125,0.0189208984375,1.015869140625
2025-08-20 01:35:12.137450349+00:00,0.0318603515625,0.01904296875,1.0167236328125
2025-08-20 01:35:12.570260255+00:00,0.0322265625,0.0179443359375,1.0162353515625
2025-08-20 01:35:13.377216914+00:00,0.031494140625,0.0185546875,1.0167236328125
2025-08-20 01:35:13.699179624+00:00,0.0321044921875,0.0191650390625,1.017333984375
2025-08-20 01:35:14.405296163+00:00,0.0313720703125,0.018798828125,1.0155029296875
2025-08-20 01:35:14.721161346+00:00,0.0321044921875,0.0185546875,1.016845703125
2025-08-20 01:35:15.412210567+00:00,0.0313720703125,0.0181884765625,1.0162353515625
2025-08-20 01:35:15.737126134+00:00,0.031494140625,0.0201416015625,1.0164794921875
2025-08-20 01:35:16.442325534+00:00,0.0313720703125,0.0189208984375,1.016357421875
2025-08-20 01:35:16.747394311+00:00,0.0322265625,0.0185546875,1.016845703125
2025-08-20 01:35:17.467447366+00:00,0.031494140625,0.01806640625,1.01708984375
2025-08-20 01:35:17.772497671+00:00,0.0311279296875,0.0191650390625,1.0164794921875
2025-08-20 01:35:18.807302635+00:00,0.031494140625,0.0181884765625,1.0169677734375
2025-08-20 01:35:19.512224298+00:00,0.0311279296875,0.01904296875,1.0159912109375
2025-08-20 01:35:19.817198402+00:00,0.0322265625,0.0185546875,1.016845703125
2025-08-20 01:35:20.532441185+00:00,0.031982421875,0.018798828125,1.0172119140625
2025-08-20 01:35:20.857496034+00:00,0.031494140625,0.01904296875,1.016357421875
2025-08-20 01:35:21.565270887+00:00,0.0313720703125,0.0186767578125,1.0162353515625
2025-08-20 01:35:22.577337499+00:00,0.0308837890625,0.018310546875,1.01708984375
2025-08-20 01:35:23.612133311+00:00,0.031982421875,0.0186767578125,1.0157470703125
2025-08-20 01:35:23.917246587+00:00,0.0318603515625,0.018310546875,1.0166015625
2025-08-20 01:35:25.042688870+00:00,0.0316162109375,0.0177001953125,1.01611328125
2025-08-20 01:35:26.387257571+00:00,0.032470703125,0.01904296875,1.0169677734375
2025-08-20 01:35:26.686312092+00:00,0.0318603515625,0.01806640625,1.0166015625
2025-08-20 01:35:26.991015374+00:00,0.0313720703125,0.0181884765625,1.0159912109375
2025-08-20 01:35:27.817753909+00:00,0.031982421875,0.019287109375,1.016845703125
2025-08-20 01:35:28.112167911+00:00,0.0321044921875,0.018798828125,1.0162353515625
2025-08-20 01:35:28.837125404+00:00,0.0313720703125,0.0186767578125,1.016357421875
2025-08-20 01:35:29.137284354+00:00,0.0325927734375,0.018798828125,1.0167236328125
2025-08-20 01:35:29.570526137+00:00,0.0308837890625,0.0181884765625,1.0166015625
2025-08-20 01:35:30.370293374+00:00,0.031982421875,0.018310546875,1.0167236328125
2025-08-20 01:35:30.692247209+00:00,0.03173828125,0.018798828125,1.01708984375
2025-08-20 01:35:31.402319957+00:00,0.031494140625,0.0191650390625,1.017822265625
2025-08-20 01:35:31.702277949+00:00,0.0311279296875,0.0189208984375,1.016845703125
