timestamp,gyro_x,gyro_y,gyro_z
1755684470.1102238,1.016,-0.051,-0.034
1755684470.222846,1.016,-0.053,-0.033
1755684470.337636,1.017,-0.052,-0.033
1755684470.448587,1.016,-0.054,-0.032
1755684470.574131,1.016,-0.054,-0.032
1755684470.700158,1.016,-0.053,-0.032
1755684470.814494,1.016,-0.054,-0.031
1755684470.933109,1.016,-0.053,-0.032
1755684471.047466,1.016,-0.055,-0.031
1755684471.160501,1.016,-0.052,-0.032
1755684471.275399,1.015,-0.055,-0.032
1755684471.39509,1.016,-0.053,-0.032
1755684471.510268,1.014,-0.055,-0.031
1755684471.621341,1.016,-0.054,-0.031
1755684471.739012,1.015,-0.055,-0.032
1755684471.849326,1.015,-0.056,-0.031
1755684471.969737,1.015,-0.054,-0.031
1755684472.0808342,1.014,-0.055,-0.032
1755684472.198196,1.016,-0.055,-0.033
1755684472.321388,1.015,-0.056,-0.031
1755684472.4362938,1.015,-0.056,-0.031
1755684472.566538,1.016,-0.055,-0.031
1755684472.683918,1.017,-0.056,-0.031
1755684472.798194,1.016,-0.055,-0.031
1755684472.922764,1.016,-0.056,-0.031
1755684473.043157,1.017,-0.057,-0.03
1755684473.159422,1.016,-0.057,-0.033
1755684473.270582,1.015,-0.055,-0.031
1755684473.392786,1.016,-0.056,-0.032
1755684473.514743,1.015,-0.056,-0.031
1755684473.634419,1.016,-0.056,-0.032
1755684473.745037,1.016,-0.055,-0.032
1755684473.864914,1.015,-0.056,-0.033
1755684473.983718,1.015,-0.055,-0.032
1755684474.1026,1.015,-0.055,-0.033
1755684474.222367,1.015,-0.057,-0.033
1755684474.337991,1.016,-0.056,-0.034
1755684474.460324,1.016,-0.056,-0.033
1755684474.5713558,1.015,-0.056,-0.033
1755684474.683574,1.014,-0.057,-0.034
1755684474.8079062,1.016,-0.056,-0.033
1755684475.109129,1.015,-0.056,-0.033
1755684475.229644,1.016,-0.057,-0.033
1755684475.350084,1.017,-0.055,-0.034
1755684475.475254,1.016,-0.055,-0.035
1755684475.5972538,1.015,-0.055,-0.035
1755684475.715371,1.014,-0.056,-0.035
1755684475.847003,1.017,-0.056,-0.035
1755684475.975625,1.015,-0.055,-0.035
1755684476.098876,1.015,-0.057,-0.034
1755684476.214782,1.016,-0.056,-0.034
1755684476.3448598,1.016,-0.057,-0.035
1755684476.4673338,1.016,-0.056,-0.035
1755684476.591646,1.015,-0.056,-0.035
1755684476.716474,1.015,-0.056,-0.034
1755684476.833694,1.015,-0.056,-0.034
1755684476.949802,1.017,-0.056,-0.034
1755684477.07531,1.015,-0.057,-0.034
1755684477.193519,1.016,-0.057,-0.034
1755684477.320739,1.016,-0.057,-0.036
1755684477.439368,1.016,-0.057,-0.034
1755684477.564963,1.016,-0.056,-0.034
1755684477.686713,1.016,-0.057,-0.034
1755684477.808638,1.016,-0.056,-0.034
1755684477.935934,1.015,-0.057,-0.035
1755684478.053356,1.016,-0.058,-0.033
1755684478.166826,1.016,-0.056,-0.034
1755684478.284284,1.015,-0.058,-0.034
1755684478.4040608,1.016,-0.057,-0.035
1755684478.529202,1.015,-0.057,-0.034
1755684478.665643,1.017,-0.057,-0.035
1755684478.77952,1.016,-0.057,-0.034
1755684478.897898,1.016,-0.057,-0.034
1755684479.0151649,1.016,-0.058,-0.034
1755684479.13066,1.016,-0.059,-0.034
1755684479.252397,1.015,-0.057,-0.035
1755684479.369326,1.016,-0.059,-0.033
1755684479.490869,1.015,-0.057,-0.035
1755684479.611508,1.016,-0.058,-0.034
1755684479.741477,1.015,-0.057,-0.035
1755684479.855802,1.015,-0.059,-0.035
1755684479.9810948,1.016,-0.058,-0.035
1755684480.09233,1.016,-0.058,-0.034
1755684480.212144,1.016,-0.058,-0.035
1755684480.323796,1.015,-0.058,-0.035
1755684480.446066,1.016,-0.059,-0.035
1755684480.571948,1.016,-0.059,-0.035
1755684480.686899,1.015,-0.059,-0.034
1755684480.8027651,1.017,-0.058,-0.035
1755684480.927315,1.014,-0.06,-0.034
1755684481.050312,1.016,-0.058,-0.035
1755684481.167935,1.016,-0.059,-0.035
1755684481.284578,1.016,-0.059,-0.035
1755684481.409374,1.014,-0.059,-0.035
1755684481.522204,1.015,-0.06,-0.034
1755684481.64637,1.016,-0.06,-0.036
1755684481.765653,1.015,-0.06,-0.034
1755684481.8911512,1.016,-0.058,-0.035
1755684482.010558,1.016,-0.06,-0.035
1755684482.125804,1.016,-0.06,-0.034
1755684482.249128,1.016,-0.06,-0.035
1755684482.368742,1.016,-0.059,-0.035
1755684482.483244,1.015,-0.059,-0.035
1755684482.622998,1.016,-0.06,-0.035
1755684482.750339,1.016,-0.06,-0.035
1755684482.935643,1.015,-0.061,-0.033
1755684483.054828,1.016,-0.059,-0.034
1755684483.1701682,1.016,-0.06,-0.035
1755684483.291252,1.015,-0.06,-0.035
1755684483.412193,1.015,-0.06,-0.035
1755684483.527005,1.016,-0.061,-0.034
1755684483.701944,1.015,-0.06,-0.035
1755684483.817018,1.016,-0.061,-0.034
1755684483.943205,1.016,-0.061,-0.035
1755684484.0603452,1.016,-0.061,-0.034
1755684484.1806111,1.016,-0.062,-0.035
1755684484.292726,1.015,-0.061,-0.033
1755684484.413537,1.016,-0.061,-0.035
1755684484.548804,1.015,-0.061,-0.034
1755684484.672744,1.016,-0.061,-0.034
1755684484.799735,1.016,-0.062,-0.034
1755684484.920737,1.015,-0.061,-0.034
1755684485.0375092,1.015,-0.06,-0.035
1755684485.1781702,1.016,-0.061,-0.035
1755684485.297882,1.016,-0.061,-0.036
1755684485.410887,1.016,-0.062,-0.034
1755684485.5292852,1.016,-0.061,-0.037
1755684485.64802,1.015,-0.062,-0.036
1755684485.759968,1.016,-0.062,-0.035
1755684485.884189,1.014,-0.061,-0.036
1755684486.026061,1.015,-0.061,-0.036
1755684486.149633,1.015,-0.062,-0.035
1755684486.267811,1.016,-0.062,-0.036
1755684486.39268,1.016,-0.061,-0.037
1755684486.506149,1.016,-0.063,-0.035
1755684486.626676,1.015,-0.062,-0.036
1755684486.741073,1.015,-0.061,-0.035
1755684486.857321,1.015,-0.061,-0.036
1755684486.968954,1.015,-0.062,-0.035
1755684487.085698,1.015,-0.062,-0.036
1755684487.202731,1.014,-0.062,-0.036
1755684487.326883,1.015,-0.063,-0.037
1755684487.449298,1.015,-0.062,-0.036
1755684487.571373,1.015,-0.062,-0.035
1755684487.703456,1.015,-0.061,-0.037
1755684487.821652,1.015,-0.063,-0.036
1755684487.931943,1.015,-0.062,-0.036
1755684488.056727,1.015,-0.063,-0.035
1755684488.1787882,1.015,-0.062,-0.036
1755684488.299829,1.015,-0.063,-0.035
1755684488.415711,1.015,-0.063,-0.034
1755684488.536681,1.016,-0.062,-0.036
1755684488.654354,1.016,-0.063,-0.035
1755684488.7656431,1.015,-0.063,-0.036
1755684488.891683,1.015,-0.063,-0.035
1755684489.020085,1.015,-0.064,-0.035
1755684489.1429482,1.015,-0.062,-0.036
1755684489.2601,1.016,-0.06,-0.036
1755684489.3836129,1.015,-0.063,-0.036
1755684489.508404,1.016,-0.062,-0.036
1755684489.618287,1.016,-0.063,-0.036
1755684489.745734,1.016,-0.064,-0.035
1755684489.8674471,1.015,-0.062,-0.036
1755684489.98764,1.015,-0.063,-0.035
1755684490.106018,1.016,-0.063,-0.036
1755684490.222628,1.015,-0.064,-0.035
1755684490.3372412,1.016,-0.062,-0.036
1755684490.45468,1.015,-0.064,-0.035
1755684490.5780108,1.016,-0.062,-0.035
1755684490.69776,1.015,-0.062,-0.036
1755684490.824046,1.015,-0.063,-0.035
1755684490.945846,1.015,-0.063,-0.036
1755684491.066164,1.015,-0.062,-0.035
1755684491.187069,1.015,-0.062,-0.036
1755684491.3165162,1.016,-0.063,-0.036
1755684491.4393852,1.015,-0.063,-0.035
1755684491.556059,1.015,-0.064,-0.036
1755684491.671173,1.015,-0.064,-0.035
1755684491.784852,1.016,-0.063,-0.036
1755684491.90784,1.015,-0.063,-0.035
1755684492.026311,1.016,-0.063,-0.036
1755684492.13799,1.015,-0.064,-0.035
1755684492.26812,1.015,-0.062,-0.036
1755684492.39077,1.015,-0.064,-0.035
1755684492.500292,1.015,-0.063,-0.035
1755684492.619478,1.015,-0.063,-0.036
1755684492.739346,1.015,-0.064,-0.034
1755684492.851905,1.015,-0.063,-0.036
1755684492.975061,1.014,-0.065,-0.034
1755684493.100065,1.016,-0.063,-0.035
1755684493.2109902,1.015,-0.064,-0.035
1755684493.326251,1.016,-0.063,-0.036
1755684493.448627,1.015,-0.064,-0.035
1755684493.5620348,1.015,-0.063,-0.034
1755684493.681559,1.015,-0.065,-0.035
1755684493.809665,1.015,-0.064,-0.034
1755684493.927201,1.015,-0.064,-0.035
1755684494.054574,1.015,-0.065,-0.035
1755684494.182673,1.015,-0.064,-0.036
1755684494.309362,1.015,-0.065,-0.034
1755684494.427596,1.015,-0.064,-0.036
1755684494.556677,1.016,-0.066,-0.035
1755684494.674709,1.016,-0.065,-0.035
1755684494.789948,1.015,-0.065,-0.036
1755684494.9106271,1.016,-0.065,-0.035
1755684495.028142,1.015,-0.064,-0.035
1755684495.152132,1.016,-0.064,-0.035
1755684495.26659,1.015,-0.064,-0.036
1755684495.379242,1.015,-0.065,-0.035
1755684495.5047429,1.015,-0.064,-0.035
1755684495.621175,1.016,-0.064,-0.034
1755684495.74494,1.015,-0.065,-0.035
1755684495.8667798,1.014,-0.065,-0.036
1755684495.987378,1.015,-0.064,-0.035
1755684496.1012402,1.015,-0.064,-0.036
1755684496.22119,1.016,-0.065,-0.036
1755684496.3341172,1.016,-0.064,-0.037
1755684496.45036,1.015,-0.066,-0.035
1755684496.565966,1.015,-0.064,-0.036
1755684496.679925,1.016,-0.066,-0.035
1755684496.798244,1.015,-0.065,-0.036
1755684496.919921,1.015,-0.065,-0.035
1755684497.0438662,1.016,-0.065,-0.036
1755684497.159116,1.016,-0.065,-0.035
1755684497.27651,1.015,-0.065,-0.035
1755684497.402853,1.015,-0.065,-0.036
1755684497.516302,1.014,-0.065,-0.035
1755684497.62952,1.015,-0.065,-0.036
1755684497.7510989,1.015,-0.065,-0.036
1755684497.862011,1.016,-0.065,-0.036
1755684497.982056,1.016,-0.065,-0.037
1755684498.096386,1.015,-0.065,-0.036
1755684498.228976,1.016,-0.066,-0.037
1755684498.3504698,1.016,-0.066,-0.036
1755684498.476723,1.015,-0.065,-0.036
1755684498.592777,1.015,-0.066,-0.036
1755684498.710047,1.015,-0.064,-0.037
1755684498.832553,1.015,-0.066,-0.036
1755684498.964368,1.015,-0.066,-0.035
1755684499.0765572,1.016,-0.065,-0.036
1755684499.197807,1.016,-0.064,-0.036
1755684499.3185349,1.016,-0.065,-0.036
1755684499.445258,1.016,-0.066,-0.035
1755684499.563112,1.016,-0.065,-0.036
1755684499.682536,1.015,-0.066,-0.035
1755684499.805059,1.015,-0.065,-0.036
1755684499.914431,1.016,-0.067,-0.036
1755684500.033184,1.016,-0.065,-0.036
1755684500.1490052,1.015,-0.066,-0.036
1755684500.277062,1.015,-0.065,-0.036
1755684500.4068549,1.015,-0.065,-0.036
1755684500.522681,1.015,-0.066,-0.036
1755684500.6337972,1.015,-0.066,-0.037
1755684500.754674,1.015,-0.067,-0.036
1755684500.881203,1.015,-0.066,-0.037
1755684500.9953752,1.015,-0.067,-0.036
1755684501.11166,1.016,-0.065,-0.037
1755684501.227513,1.015,-0.067,-0.035
1755684501.338125,1.015,-0.067,-0.037
1755684501.456306,1.014,-0.066,-0.037
1755684501.580068,1.015,-0.066,-0.036
1755684501.7008471,1.015,-0.067,-0.037
1755684501.825004,1.014,-0.067,-0.037
1755684501.938005,1.015,-0.066,-0.038
1755684502.052207,1.015,-0.066,-0.037
1755684502.173929,1.016,-0.066,-0.037
1755684502.2864351,1.014,-0.067,-0.037
1755684502.415274,1.016,-0.066,-0.037
1755684502.538582,1.015,-0.066,-0.038
1755684502.657464,1.015,-0.068,-0.038
1755684502.7716029,1.016,-0.067,-0.037
1755684502.893051,1.015,-0.067,-0.037
1755684503.008526,1.015,-0.066,-0.038
1755684503.1279218,1.015,-0.067,-0.036
1755684503.242103,1.016,-0.066,-0.038
1755684503.358957,1.015,-0.067,-0.037
1755684503.4760551,1.015,-0.067,-0.038
1755684503.5959702,1.014,-0.067,-0.036
1755684503.720463,1.016,-0.067,-0.037
1755684503.839883,1.016,-0.066,-0.037
1755684503.959161,1.014,-0.068,-0.037
1755684504.086277,1.015,-0.066,-0.037
1755684504.213043,1.015,-0.068,-0.036
1755684504.321756,1.016,-0.066,-0.038
1755684504.43904,1.015,-0.068,-0.037
1755684504.554189,1.016,-0.067,-0.037
1755684504.673483,1.014,-0.067,-0.037
1755684504.7950878,1.015,-0.067,-0.038
1755684504.916319,1.015,-0.068,-0.037
1755684505.040108,1.015,-0.067,-0.037
1755684505.1582642,1.016,-0.067,-0.039
1755684505.279188,1.014,-0.068,-0.037
1755684505.393143,1.016,-0.067,-0.038
1755684505.516158,1.015,-0.068,-0.037
1755684505.640058,1.015,-0.067,-0.037
1755684505.759359,1.015,-0.066,-0.037
1755684505.883115,1.016,-0.067,-0.037
1755684506.018952,1.015,-0.068,-0.037
1755684506.133499,1.016,-0.068,-0.036
1755684506.2572842,1.014,-0.068,-0.037
1755684506.3688278,1.015,-0.069,-0.036
1755684506.488933,1.015,-0.067,-0.037
1755684506.6069,1.015,-0.069,-0.035
1755684506.725565,1.015,-0.068,-0.035
1755684506.841323,1.015,-0.068,-0.037
1755684506.9537568,1.015,-0.068,-0.035
1755684507.074181,1.016,-0.067,-0.037
1755684507.199321,1.015,-0.068,-0.035
1755684507.319511,1.016,-0.067,-0.037
1755684507.438782,1.015,-0.068,-0.037
1755684507.551502,1.015,-0.068,-0.037
1755684507.671016,1.015,-0.067,-0.036
1755684507.7921972,1.016,-0.068,-0.036
1755684507.907147,1.015,-0.067,-0.036
1755684508.023448,1.015,-0.069,-0.036
1755684508.145153,1.015,-0.068,-0.038
1755684508.262362,1.014,-0.069,-0.036
1755684508.369859,1.016,-0.068,-0.037
1755684508.485261,1.015,-0.068,-0.036
1755684508.600162,1.015,-0.068,-0.038
1755684508.741823,1.015,-0.068,-0.038
1755684508.857227,1.015,-0.068,-0.036
1755684508.9807732,1.015,-0.068,-0.037
1755684509.099797,1.016,-0.068,-0.037
1755684509.241554,1.016,-0.067,-0.038
1755684509.3657038,1.014,-0.069,-0.036
1755684509.4801311,1.016,-0.068,-0.038
1755684509.5928478,1.015,-0.068,-0.037
1755684509.712657,1.016,-0.068,-0.037
1755684509.829482,1.016,-0.068,-0.037
1755684509.948981,1.014,-0.069,-0.037
1755684510.0660129,1.016,-0.068,-0.037
1755684510.2005591,1.016,-0.068,-0.037
1755684510.324314,1.015,-0.068,-0.038
1755684510.43874,1.015,-0.069,-0.037
1755684510.5690858,1.015,-0.068,-0.037
1755684510.6847072,1.015,-0.068,-0.038
1755684510.807953,1.016,-0.068,-0.037
1755684510.934399,1.015,-0.069,-0.038
1755684511.050404,1.014,-0.068,-0.037
1755684511.1773682,1.015,-0.068,-0.038
1755684511.301307,1.016,-0.069,-0.038
1755684511.412411,1.015,-0.068,-0.039
1755684511.5243928,1.016,-0.069,-0.038
1755684511.6466408,1.016,-0.068,-0.038
1755684511.775543,1.014,-0.069,-0.038
1755684511.898389,1.016,-0.068,-0.038
1755684512.0227442,1.016,-0.069,-0.038
1755684512.13186,1.015,-0.069,-0.037
1755684512.24559,1.015,-0.069,-0.038
1755684512.3583932,1.015,-0.069,-0.037
1755684512.474019,1.014,-0.068,-0.038
1755684512.593536,1.014,-0.07,-0.037
1755684512.708894,1.015,-0.068,-0.038
1755684512.827677,1.014,-0.068,-0.038
1755684512.944622,1.015,-0.068,-0.037
1755684513.071694,1.015,-0.069,-0.037
1755684513.1896698,1.015,-0.069,-0.037
1755684513.30497,1.015,-0.068,-0.038
1755684513.416992,1.015,-0.07,-0.036
1755684513.52946,1.015,-0.069,-0.037
1755684513.648834,1.015,-0.069,-0.036
1755684513.7745862,1.015,-0.068,-0.037
1755684513.886841,1.015,-0.069,-0.037
1755684514.007574,1.015,-0.069,-0.037
1755684514.11933,1.016,-0.07,-0.036
1755684514.2414138,1.016,-0.069,-0.036
1755684514.357451,1.014,-0.069,-0.038
1755684514.469556,1.015,-0.07,-0.036
1755684514.584107,1.015,-0.069,-0.038
1755684514.708398,1.015,-0.071,-0.037
1755684514.831271,1.015,-0.069,-0.038
1755684514.951948,1.015,-0.07,-0.037
1755684515.069789,1.015,-0.069,-0.037
1755684515.1839628,1.014,-0.069,-0.038
1755684515.306696,1.016,-0.069,-0.038
1755684515.425268,1.014,-0.07,-0.037
1755684515.536208,1.015,-0.07,-0.037
1755684515.663521,1.015,-0.069,-0.038
1755684515.795012,1.014,-0.07,-0.037
1755684515.930489,1.015,-0.069,-0.037
1755684516.055516,1.014,-0.069,-0.038
1755684516.177364,1.016,-0.069,-0.037
1755684516.2878,1.016,-0.07,-0.037
1755684516.4004722,1.014,-0.07,-0.036
1755684516.516052,1.015,-0.07,-0.038
1755684516.629164,1.014,-0.071,-0.036
1755684516.752067,1.016,-0.069,-0.037
1755684516.87604,1.015,-0.071,-0.036
1755684516.9902,1.014,-0.069,-0.037
1755684517.101917,1.015,-0.07,-0.037
1755684517.219848,1.015,-0.069,-0.036
1755684517.344117,1.016,-0.07,-0.036
1755684517.46771,1.015,-0.07,-0.036
1755684517.582912,1.015,-0.07,-0.036
1755684517.701678,1.014,-0.071,-0.036
1755684517.8250408,1.015,-0.069,-0.036
1755684517.934326,1.015,-0.072,-0.035
1755684518.056,1.015,-0.07,-0.037
1755684518.16968,1.014,-0.069,-0.036
1755684518.3049002,1.015,-0.071,-0.035
1755684518.428638,1.015,-0.07,-0.037
1755684518.539414,1.015,-0.071,-0.036
1755684518.653155,1.015,-0.071,-0.036
1755684518.76305,1.015,-0.071,-0.036
1755684518.8753889,1.015,-0.07,-0.036
1755684518.992527,1.015,-0.071,-0.035
1755684519.106147,1.016,-0.071,-0.036
1755684519.2187798,1.014,-0.071,-0.035
1755684519.336777,1.015,-0.072,-0.037
1755684519.46073,1.016,-0.071,-0.037
1755684519.583508,1.015,-0.072,-0.036
1755684519.712189,1.015,-0.071,-0.038
1755684519.829942,1.015,-0.072,-0.037
1755684519.944313,1.015,-0.07,-0.037
1755684520.061166,1.014,-0.071,-0.036
1755684520.175113,1.014,-0.071,-0.036
1755684520.297332,1.015,-0.071,-0.037
1755684520.415416,1.016,-0.071,-0.037
1755684520.534395,1.015,-0.071,-0.037
1755684520.6582248,1.013,-0.071,-0.036
1755684520.773003,1.015,-0.071,-0.037
1755684520.9005382,1.014,-0.073,-0.037
1755684521.0158432,1.015,-0.071,-0.038
1755684521.139081,1.015,-0.073,-0.036
1755684521.264083,1.016,-0.072,-0.036
1755684521.377818,1.014,-0.073,-0.035
1755684521.50045,1.014,-0.072,-0.036
1755684521.621485,1.016,-0.071,-0.037
1755684521.732974,1.014,-0.072,-0.035
1755684521.84582,1.014,-0.072,-0.037
1755684521.963174,1.015,-0.073,-0.035
1755684522.079333,1.016,-0.071,-0.037
1755684522.200848,1.016,-0.073,-0.036
1755684522.319715,1.015,-0.071,-0.036
1755684522.438198,1.015,-0.071,-0.035
1755684522.550585,1.015,-0.071,-0.035
1755684522.665884,1.014,-0.072,-0.036
1755684522.778006,1.015,-0.072,-0.035
1755684522.897651,1.016,-0.071,-0.036
1755684523.013869,1.016,-0.072,-0.036
1755684523.132923,1.016,-0.071,-0.037
1755684523.243886,1.014,-0.073,-0.035
1755684523.368876,1.016,-0.072,-0.036
1755684523.490888,1.015,-0.073,-0.036
1755684523.6133592,1.015,-0.072,-0.036
1755684523.73549,1.014,-0.073,-0.036
1755684523.85403,1.015,-0.074,-0.035
1755684523.969457,1.015,-0.072,-0.036
1755684524.098043,1.014,-0.073,-0.035
1755684524.213053,1.015,-0.071,-0.037
1755684524.3314948,1.016,-0.072,-0.036
1755684524.445545,1.016,-0.072,-0.036
1755684524.57025,1.014,-0.072,-0.036
1755684524.68242,1.015,-0.073,-0.035
1755684524.8053591,1.014,-0.072,-0.037
1755684524.926346,1.014,-0.074,-0.035
1755684525.0429718,1.014,-0.072,-0.037
1755684525.162509,1.014,-0.074,-0.036
1755684525.28966,1.015,-0.072,-0.037
1755684525.410068,1.014,-0.073,-0.037
1755684525.519166,1.015,-0.073,-0.037
1755684525.639135,1.015,-0.071,-0.037
1755684525.755174,1.015,-0.073,-0.035
1755684525.865708,1.014,-0.073,-0.037
1755684525.9831529,1.015,-0.074,-0.036
1755684526.09989,1.015,-0.072,-0.037
1755684526.2099671,1.015,-0.073,-0.036
1755684526.321215,1.016,-0.073,-0.037
1755684526.440684,1.014,-0.073,-0.036
1755684526.556406,1.015,-0.073,-0.036
1755684526.944263,1.015,-0.073,-0.037
1755684527.0686688,1.014,-0.072,-0.036
1755684527.1955662,1.015,-0.072,-0.036
1755684527.320418,1.015,-0.073,-0.036
1755684527.433826,1.015,-0.072,-0.037
1755684527.5536408,1.015,-0.073,-0.036
1755684527.680723,1.015,-0.072,-0.036
1755684527.80368,1.015,-0.073,-0.036
1755684528.0510569,1.015,-0.073,-0.035
1755684528.176311,1.015,-0.072,-0.037
1755684528.302591,1.015,-0.073,-0.036
1755684528.4305038,1.015,-0.071,-0.037
1755684528.54572,1.014,-0.073,-0.035
1755684528.6604228,1.015,-0.072,-0.036
1755684528.77829,1.014,-0.072,-0.036
1755684528.903881,1.015,-0.071,-0.035
1755684529.0322912,1.014,-0.072,-0.037
1755684529.147118,1.015,-0.072,-0.037
1755684529.264516,1.014,-0.071,-0.037
1755684529.386982,1.014,-0.073,-0.036
1755684529.510983,1.014,-0.072,-0.039
1755684529.645736,1.015,-0.074,-0.036
1755684529.76607,1.015,-0.071,-0.037
1755684529.891106,1.015,-0.073,-0.038
1755684530.0128798,1.015,-0.072,-0.037
1755684530.1418529,1.015,-0.073,-0.037
1755684530.271929,1.015,-0.072,-0.037
1755684530.395765,1.015,-0.071,-0.039
1755684530.5073018,1.014,-0.073,-0.037
1755684530.625143,1.014,-0.072,-0.038
1755684530.741251,1.014,-0.073,-0.038
1755684530.8582551,1.014,-0.071,-0.038
1755684530.977749,1.015,-0.073,-0.038
1755684531.09457,1.014,-0.073,-0.037
1755684531.225041,1.015,-0.072,-0.038
1755684531.342434,1.014,-0.073,-0.036
1755684531.461234,1.015,-0.072,-0.037
1755684531.5716789,1.014,-0.074,-0.037
1755684531.690968,1.015,-0.072,-0.038
1755684531.820659,1.014,-0.073,-0.037
1755684531.949008,1.014,-0.072,-0.038
1755684532.080684,1.015,-0.073,-0.038
1755684532.195435,1.014,-0.073,-0.037
1755684532.308852,1.015,-0.072,-0.038
1755684532.430252,1.014,-0.074,-0.038
1755684532.5442188,1.014,-0.073,-0.038
1755684532.673006,1.015,-0.074,-0.037
1755684532.801332,1.015,-0.072,-0.038
1755684532.9263282,1.014,-0.074,-0.037
1755684533.042259,1.015,-0.072,-0.038
1755684533.1639302,1.015,-0.073,-0.038
1755684533.289031,1.016,-0.074,-0.037
1755684533.407455,1.014,-0.072,-0.039
1755684533.52764,1.015,-0.074,-0.037
1755684533.651813,1.015,-0.072,-0.038
1755684533.768537,1.015,-0.074,-0.037
1755684533.887945,1.014,-0.073,-0.038
1755684534.009105,1.014,-0.074,-0.037
1755684534.127874,1.015,-0.072,-0.038
1755684534.250043,1.014,-0.075,-0.037
1755684534.364678,1.015,-0.073,-0.036
1755684534.481071,1.015,-0.072,-0.039
1755684534.603034,1.015,-0.074,-0.037
1755684534.725408,1.016,-0.074,-0.038
1755684534.845938,1.015,-0.073,-0.036
1755684534.959285,1.015,-0.073,-0.038
1755684535.0889971,1.014,-0.074,-0.037
1755684535.225164,1.015,-0.073,-0.038
1755684535.340909,1.015,-0.074,-0.037
1755684535.468043,1.015,-0.073,-0.036
1755684535.585678,1.015,-0.073,-0.038
1755684535.699962,1.014,-0.074,-0.036
1755684535.820609,1.015,-0.073,-0.037
1755684535.941172,1.015,-0.075,-0.036
1755684536.061829,1.015,-0.072,-0.037
1755684536.180521,1.015,-0.075,-0.036
1755684536.29538,1.016,-0.073,-0.037
1755684536.418994,1.015,-0.075,-0.036
1755684536.5331998,1.014,-0.075,-0.036
1755684536.6419132,1.015,-0.073,-0.037
1755684536.764386,1.015,-0.075,-0.035
1755684536.886822,1.015,-0.073,-0.038
1755684537.00175,1.015,-0.074,-0.036
1755684537.117704,1.014,-0.073,-0.037
1755684537.2393548,1.014,-0.075,-0.036
1755684537.360432,1.015,-0.074,-0.037
1755684537.484915,1.014,-0.075,-0.037
1755684537.600918,1.016,-0.074,-0.036
1755684537.713292,1.015,-0.074,-0.037
1755684537.833911,1.014,-0.075,-0.036
1755684537.9488251,1.015,-0.074,-0.037
1755684538.071478,1.014,-0.074,-0.036
1755684538.184578,1.014,-0.074,-0.036
1755684538.300538,1.014,-0.075,-0.036
1755684538.42292,1.015,-0.073,-0.037
1755684538.539894,1.014,-0.074,-0.036
1755684538.663128,1.015,-0.074,-0.036
1755684538.781923,1.015,-0.074,-0.036
1755684538.889877,1.015,-0.075,-0.036
1755684539.020164,1.015,-0.073,-0.037
1755684539.133319,1.015,-0.075,-0.037
1755684539.246513,1.015,-0.074,-0.037
1755684539.365242,1.015,-0.074,-0.037
1755684539.482671,1.014,-0.073,-0.037
1755684539.602004,1.014,-0.074,-0.036
1755684539.723986,1.015,-0.075,-0.036
1755684539.8528,1.015,-0.075,-0.037
1755684539.9730089,1.015,-0.075,-0.036
1755684540.0947368,1.015,-0.074,-0.038
1755684540.226152,1.014,-0.075,-0.036
1755684540.338812,1.015,-0.074,-0.037
1755684540.452839,1.015,-0.075,-0.037
1755684540.5790138,1.015,-0.074,-0.037
1755684540.694539,1.015,-0.075,-0.037
1755684540.810748,1.014,-0.075,-0.036
1755684540.923452,1.015,-0.074,-0.036
1755684541.036177,1.015,-0.075,-0.036
1755684541.155301,1.015,-0.074,-0.037
1755684541.27422,1.015,-0.075,-0.036
1755684541.395314,1.014,-0.075,-0.036
1755684541.507998,1.015,-0.075,-0.037
1755684541.62163,1.014,-0.075,-0.036
1755684541.7353432,1.014,-0.075,-0.037
1755684541.852352,1.015,-0.076,-0.036
1755684541.9630258,1.015,-0.075,-0.038
1755684542.08047,1.015,-0.074,-0.036
1755684542.203615,1.015,-0.075,-0.037
1755684542.31854,1.015,-0.076,-0.037
1755684542.4407449,1.015,-0.074,-0.037
1755684542.559082,1.014,-0.075,-0.036
1755684542.6979752,1.015,-0.074,-0.038
1755684542.831578,1.016,-0.075,-0.037
1755684542.967341,1.015,-0.075,-0.037
1755684543.098093,1.014,-0.074,-0.037
1755684543.22337,1.015,-0.075,-0.038
1755684543.338815,1.015,-0.074,-0.037
1755684543.456819,1.014,-0.075,-0.037
1755684543.5779798,1.015,-0.074,-0.038
1755684543.6909802,1.015,-0.075,-0.037
1755684543.806211,1.015,-0.075,-0.037
1755684543.930541,1.014,-0.075,-0.037
1755684544.052321,1.014,-0.076,-0.037
1755684544.182987,1.014,-0.074,-0.037
1755684544.301236,1.015,-0.075,-0.037
1755684544.416693,1.015,-0.075,-0.037
1755684544.5316842,1.014,-0.075,-0.036
1755684544.647076,1.014,-0.074,-0.036
1755684544.7780192,1.015,-0.075,-0.036
1755684544.887197,1.016,-0.075,-0.037
1755684545.003946,1.014,-0.076,-0.036
1755684545.1207318,1.014,-0.075,-0.036
1755684545.241588,1.015,-0.074,-0.037
1755684545.36177,1.015,-0.076,-0.037
1755684545.473567,1.014,-0.075,-0.036
1755684545.589491,1.014,-0.075,-0.037
1755684545.704831,1.015,-0.075,-0.037
1755684545.836685,1.015,-0.075,-0.036
1755684545.951933,1.014,-0.075,-0.036
